user_id,event_time,event_type,product_id,category_id,user_session,price,device,browser,location,time_on_page
1085,2025-03-23 10:39:59,view,24,8,27508,426.55,tablet,Safari,India,132
1050,2025-03-25 14:00:59,purchase,40,4,40475,729.9,mobile,Edge,UK,93
1911,2025-03-28 21:46:59,cart,94,8,35870,331.38,desktop,Safari,India,176
1911,2025-03-11 22:23:59,purchase,94,6,35870,212.55,tablet,Safari,France,209
1494,2025-03-22 13:55:59,view,54,8,26768,390.58,tablet,Chrome,Canada,127
1689,2025-03-14 13:01:59,view,71,2,30309,62.77,tablet,Firefox,USA,145
1642,2025-03-29 01:37:59,view,20,2,27920,276.56,desktop,Firefox,Canada,71
1944,2025-03-21 06:06:59,purchase,74,1,34489,912.51,tablet,Firefox,USA,6
1680,2025-03-11 20:28:59,purchase,58,7,33668,825.05,tablet,Chrome,Canada,132
1613,2025-03-07 09:59:59,view,26,5,45244,544.69,mobile,Safari,USA,144
1872,2025-03-27 17:03:59,view,4,10,43431,609.81,tablet,Safari,UK,234
1047,2025-03-23 09:06:59,view,5,10,42613,28.01,tablet,Safari,UK,39
1041,2025-03-10 03:28:59,cart,14,1,14774,929.16,tablet,Edge,Germany,240
1527,2025-03-11 20:25:59,view,48,1,39003,927.77,desktop,Firefox,UK,52
1476,2025-03-25 15:13:59,cart,19,7,36505,225.04,desktop,Edge,Canada,197
1041,2025-03-13 21:58:59,purchase,66,1,14774,261.16,mobile,Edge,India,124
1931,2025-03-06 14:15:59,purchase,25,9,17254,711.08,mobile,Edge,France,34
1246,2025-03-24 17:44:59,cart,59,9,13629,953.8,tablet,Edge,Germany,236
1635,2025-03-11 02:53:59,view,62,5,41311,106.4,mobile,Safari,Germany,126
1246,2025-03-07 02:47:59,purchase,23,2,13629,252.51,mobile,Firefox,India,265
1674,2025-03-08 23:11:59,cart,3,1,41919,561.71,desktop,Firefox,India,109
1418,2025-03-18 07:57:59,view,12,9,12376,944.42,desktop,Chrome,India,205
1029,2025-03-29 08:55:59,purchase,85,9,35768,760.06,mobile,Safari,Germany,277
1487,2025-03-16 19:29:59,cart,85,5,19284,831.86,tablet,Chrome,Canada,9
1104,2025-03-31 15:32:59,view,46,2,33030,714.4,mobile,Safari,Canada,271
1575,2025-03-15 22:29:59,view,14,10,46721,219.8,desktop,Edge,USA,214
1654,2025-03-17 14:44:59,view,11,4,41593,239.37,mobile,Firefox,UK,40
1512,2025-03-28 07:34:59,view,43,2,19901,45.64,mobile,Safari,India,35
1051,2025-04-01 09:13:59,purchase,41,5,17474,624.91,tablet,Chrome,UK,62
1219,2025-03-26 04:54:59,view,29,3,25160,66.76,desktop,Safari,India,30
1558,2025-03-30 22:27:59,view,17,7,20748,54.51,mobile,Edge,USA,261
1940,2025-03-07 16:39:59,view,14,9,18547,74.05,tablet,Edge,Canada,99
1166,2025-03-09 09:18:59,view,1,8,39573,567.35,desktop,Firefox,France,269
1853,2025-03-10 03:34:59,view,22,2,39544,921.49,mobile,Edge,Canada,197
1624,2025-03-11 06:09:59,view,56,5,15023,17.81,desktop,Chrome,UK,225
1954,2025-03-05 18:16:59,view,70,4,47946,238.54,desktop,Safari,UK,43
1694,2025-03-05 00:39:59,view,68,8,25209,116.68,desktop,Safari,UK,288
1032,2025-03-09 20:18:59,view,13,9,21614,346.44,mobile,Firefox,Germany,70
1497,2025-03-26 23:53:59,purchase,34,9,25702,263.7,mobile,Firefox,India,181
1221,2025-03-14 20:27:59,view,58,1,10994,747.59,desktop,Firefox,India,112
1613,2025-03-11 07:13:59,purchase,31,7,45244,29.16,desktop,Safari,Canada,35
1382,2025-03-18 20:13:59,view,75,3,48328,857.0,mobile,Safari,France,197
1103,2025-03-12 13:17:59,cart,61,10,39870,767.13,tablet,Chrome,UK,272
1834,2025-03-27 19:26:59,view,41,5,48413,921.3,tablet,Safari,UK,293
1253,2025-03-10 02:46:59,cart,34,3,10596,515.57,mobile,Chrome,UK,286
1082,2025-03-07 05:54:59,view,60,9,39544,129.98,tablet,Edge,France,8
1647,2025-03-06 02:37:59,purchase,87,2,15531,173.65,tablet,Firefox,UK,45
1591,2025-03-05 17:25:59,view,60,5,26754,84.71,mobile,Edge,Germany,196
1068,2025-03-17 22:32:59,view,77,4,12487,211.34,desktop,Firefox,Canada,64
1914,2025-03-05 06:42:59,cart,35,7,44896,965.05,desktop,Safari,Canada,84
1115,2025-03-10 13:22:59,view,43,6,21857,810.96,mobile,Safari,USA,215
1834,2025-03-03 18:55:59,cart,88,1,48413,573.95,desktop,Firefox,Germany,262
1670,2025-03-11 08:04:59,view,59,4,10051,727.43,desktop,Edge,USA,61
1457,2025-03-07 14:07:59,view,69,3,14756,864.16,desktop,Edge,France,215
1325,2025-03-29 00:50:59,view,63,1,47812,65.26,mobile,Chrome,Canada,56
1592,2025-03-09 16:33:59,cart,8,8,10004,472.13,desktop,Firefox,France,103
1169,2025-03-11 21:21:59,view,1,3,12185,82.59,mobile,Firefox,India,121
1531,2025-03-19 16:51:59,view,22,2,19816,40.48,tablet,Edge,Canada,13
1914,2025-03-22 04:26:59,purchase,55,5,44896,390.86,desktop,Edge,France,57
1834,2025-03-22 15:51:59,purchase,25,1,48413,766.71,tablet,Safari,UK,235
1077,2025-03-26 07:07:59,view,39,9,21362,623.52,desktop,Edge,USA,82
1707,2025-03-09 22:35:59,view,11,9,21001,950.76,mobile,Safari,Germany,160
1712,2025-03-06 03:15:59,view,11,3,45950,798.35,tablet,Firefox,UK,9
1091,2025-04-01 03:27:59,cart,33,1,34661,439.17,desktop,Firefox,France,10
1116,2025-03-04 14:23:59,view,44,2,15180,375.46,tablet,Edge,UK,33
1242,2025-03-27 12:59:59,view,12,3,43079,330.99,desktop,Chrome,France,174
1231,2025-03-09 21:27:59,view,31,7,44096,285.99,mobile,Firefox,France,130
1054,2025-03-21 00:36:59,view,14,7,43723,479.04,desktop,Firefox,France,139
1573,2025-03-06 23:08:59,view,62,2,48880,830.52,desktop,Firefox,Germany,29
1501,2025-04-02 09:15:59,view,85,6,48749,205.27,desktop,Edge,Canada,245
1623,2025-03-30 01:36:59,view,26,1,31331,33.32,desktop,Safari,USA,221
1547,2025-03-16 16:03:59,view,88,4,23757,375.2,tablet,Edge,France,12
1220,2025-03-10 13:46:59,view,72,6,48266,456.26,desktop,Edge,Canada,64
1188,2025-03-06 09:54:59,cart,34,3,34060,237.9,tablet,Edge,Germany,183
1055,2025-03-09 22:21:59,view,12,8,31277,416.51,desktop,Chrome,India,68
1900,2025-03-10 04:10:59,view,73,1,45041,781.36,mobile,Chrome,India,103
1857,2025-03-04 21:16:59,view,81,8,13411,829.34,desktop,Firefox,France,128
1006,2025-03-24 16:26:59,view,54,6,15016,512.29,mobile,Chrome,India,118
1058,2025-03-26 02:12:59,view,97,3,36592,814.12,tablet,Safari,Canada,57
1470,2025-03-26 14:08:59,view,40,6,48908,379.09,mobile,Safari,Canada,32
1533,2025-03-13 09:19:59,purchase,11,4,17209,69.25,desktop,Edge,USA,193
1694,2025-03-04 07:29:59,cart,55,6,25209,124.44,desktop,Firefox,USA,182
1847,2025-03-21 03:11:59,view,84,6,42630,917.18,tablet,Chrome,Canada,68
1384,2025-03-21 11:43:59,view,56,6,17227,472.48,tablet,Chrome,Germany,170
1908,2025-03-31 11:25:59,view,83,9,21279,898.6,tablet,Firefox,India,117
1694,2025-03-09 04:47:59,purchase,100,6,25209,481.94,tablet,Firefox,France,220
1259,2025-03-29 12:24:59,cart,50,3,33160,420.9,tablet,Firefox,India,113
1547,2025-03-20 09:40:59,view,100,8,23757,178.72,desktop,Chrome,UK,294
1564,2025-03-05 18:39:59,view,25,8,17272,488.08,desktop,Edge,India,284
1271,2025-03-12 04:54:59,view,76,2,37733,338.71,tablet,Chrome,UK,158
1564,2025-04-02 05:25:59,view,99,9,36529,591.29,mobile,Firefox,France,244
1259,2025-03-26 10:34:59,purchase,62,5,33160,122.64,mobile,Safari,India,282
1003,2025-03-25 19:38:59,view,19,6,39163,929.66,mobile,Safari,Canada,178
1716,2025-03-17 04:37:59,view,25,10,42913,826.53,mobile,Safari,USA,210
1284,2025-03-04 14:14:59,cart,7,8,49774,333.3,tablet,Edge,UK,184
1284,2025-03-06 02:43:59,purchase,49,6,49774,33.91,tablet,Firefox,Canada,146
1029,2025-03-26 09:18:59,view,44,7,35768,369.48,tablet,Firefox,USA,288
1616,2025-03-18 11:24:59,view,2,9,10141,466.12,desktop,Safari,UK,201
1195,2025-03-23 04:33:59,purchase,12,10,36587,627.29,tablet,Edge,USA,113
1625,2025-03-29 02:55:59,view,43,7,32391,156.84,tablet,Chrome,USA,66
1034,2025-03-08 10:52:59,view,27,4,21355,318.92,mobile,Edge,India,242
1112,2025-03-20 15:33:59,view,20,1,12134,727.35,tablet,Edge,Canada,140
1829,2025-03-16 23:23:59,view,89,8,38312,970.82,mobile,Edge,Germany,17
1366,2025-03-03 18:11:59,view,18,4,41467,881.91,desktop,Safari,France,43
1350,2025-03-28 17:00:59,view,24,7,36928,478.63,mobile,Chrome,Canada,173
1835,2025-03-28 18:50:59,view,74,3,20791,558.6,mobile,Edge,UK,89
1405,2025-03-22 02:19:59,view,58,2,19955,797.94,mobile,Firefox,Germany,227
1058,2025-03-18 02:12:59,view,65,6,36592,419.5,mobile,Safari,Canada,258
1801,2025-03-06 05:04:59,view,84,10,12705,919.84,mobile,Safari,UK,285
1847,2025-03-22 21:07:59,cart,32,6,42630,744.82,tablet,Safari,UK,181
1466,2025-03-15 10:06:59,view,64,2,23689,526.33,desktop,Safari,UK,101
1082,2025-03-23 16:07:59,purchase,19,6,27227,865.72,tablet,Chrome,Canada,128
1264,2025-03-21 01:48:59,view,75,4,49555,876.95,mobile,Firefox,Canada,27
1816,2025-03-25 22:03:59,view,62,9,42740,188.96,tablet,Chrome,UK,61
1428,2025-03-27 16:46:59,view,61,10,15668,57.47,mobile,Safari,USA,82
1003,2025-03-22 03:41:59,view,46,5,39163,227.99,desktop,Edge,USA,245
1774,2025-03-22 21:29:59,cart,49,1,41018,372.22,desktop,Firefox,Canada,37
1429,2025-03-06 17:59:59,view,58,6,12735,330.09,desktop,Firefox,Canada,25
1601,2025-03-22 15:27:59,view,65,6,44232,508.09,tablet,Firefox,Germany,63
1128,2025-03-13 21:31:59,view,67,10,18419,524.98,tablet,Chrome,India,37
1671,2025-03-05 08:55:59,view,83,2,46847,640.92,desktop,Safari,India,289
1352,2025-03-30 06:54:59,view,90,2,45828,383.76,mobile,Edge,Germany,211
1015,2025-03-05 00:32:59,cart,62,2,34153,959.95,tablet,Chrome,India,42
1475,2025-03-05 12:47:59,view,8,6,12890,627.82,tablet,Chrome,Germany,214
1441,2025-03-06 12:56:59,view,86,3,30467,499.59,desktop,Safari,UK,69
1684,2025-03-17 23:41:59,view,86,10,28052,241.3,desktop,Edge,France,90
1009,2025-03-10 13:38:59,view,57,6,33294,892.17,desktop,Firefox,France,134
1919,2025-03-30 06:14:59,view,13,7,38220,570.95,tablet,Edge,UK,59
1342,2025-03-23 23:21:59,view,49,7,12301,828.37,tablet,Safari,USA,113
1028,2025-03-30 20:51:59,cart,75,6,29130,889.19,mobile,Chrome,Canada,159
1730,2025-03-27 14:47:59,purchase,42,1,10411,47.24,tablet,Safari,UK,135
1462,2025-03-06 16:07:59,view,53,1,13102,264.5,mobile,Chrome,USA,30
1060,2025-03-21 22:54:59,purchase,10,10,33392,214.77,tablet,Chrome,Germany,180
1159,2025-03-23 22:35:59,view,72,7,32863,840.22,desktop,Edge,USA,158
1028,2025-03-25 19:32:59,purchase,37,3,29130,386.71,mobile,Edge,India,156
1336,2025-03-05 19:13:59,view,57,7,37519,622.43,tablet,Edge,Germany,92
1065,2025-03-17 05:54:59,view,84,2,19632,300.72,mobile,Safari,India,226
1419,2025-03-13 01:00:59,view,36,3,35959,128.77,mobile,Edge,USA,84
1870,2025-03-31 21:21:59,view,21,3,39944,625.24,desktop,Chrome,USA,190
1114,2025-03-08 02:25:59,cart,70,4,12278,678.78,tablet,Chrome,Germany,228
1526,2025-03-14 04:19:59,view,44,1,24884,914.29,mobile,Safari,Germany,262
1652,2025-03-23 15:36:59,cart,84,8,46832,861.07,tablet,Safari,India,197
1994,2025-03-13 09:08:59,cart,34,10,11627,127.65,desktop,Edge,USA,107
1685,2025-03-31 19:10:59,purchase,68,9,12415,657.52,mobile,Chrome,France,37
1236,2025-03-12 12:14:59,cart,56,2,22931,162.65,tablet,Safari,Germany,158
1020,2025-03-24 11:58:59,view,60,9,13611,817.41,desktop,Chrome,Canada,101
1693,2025-04-02 09:15:59,view,76,2,38531,345.34,desktop,Chrome,France,222
1860,2025-03-19 16:37:59,view,77,1,32413,708.82,desktop,Chrome,UK,139
1994,2025-03-08 06:55:59,purchase,42,6,11627,693.37,mobile,Chrome,USA,213
1819,2025-03-27 02:46:59,cart,42,1,35894,70.7,tablet,Firefox,Germany,78
1359,2025-04-01 18:46:59,cart,16,10,33954,933.89,mobile,Chrome,India,174
1208,2025-03-07 14:38:59,view,72,3,38729,119.88,desktop,Firefox,UK,223
1819,2025-03-26 01:41:59,purchase,60,5,35894,354.88,tablet,Chrome,Canada,60
1840,2025-03-24 13:47:59,view,21,3,30599,241.5,tablet,Edge,France,261
1625,2025-03-23 20:57:59,view,46,1,32391,547.86,desktop,Firefox,UK,221
1125,2025-03-29 09:13:59,view,43,6,22615,379.08,desktop,Edge,Canada,257
1959,2025-03-09 17:22:59,view,70,3,36123,527.65,mobile,Edge,USA,230
1826,2025-03-11 22:09:59,cart,33,9,12614,140.28,desktop,Edge,France,154
1918,2025-03-19 15:27:59,view,9,3,39338,53.71,desktop,Edge,UK,244
1142,2025-03-26 20:08:59,view,28,6,15678,183.16,desktop,Edge,Germany,276
1809,2025-03-25 07:49:59,cart,67,2,12183,268.74,mobile,Safari,UK,16
1977,2025-03-04 01:34:59,purchase,47,10,35198,97.93,mobile,Safari,France,260
1826,2025-03-15 03:24:59,purchase,22,5,12614,853.26,mobile,Firefox,India,88
1391,2025-03-18 16:43:59,view,73,10,31933,541.78,mobile,Edge,Germany,159
1208,2025-03-30 15:40:59,view,19,8,11338,505.05,mobile,Safari,Canada,290
1053,2025-03-23 15:57:59,view,13,5,20371,202.16,desktop,Firefox,France,41
1999,2025-03-22 10:17:59,view,84,5,31241,719.59,tablet,Edge,USA,219
1616,2025-03-04 02:09:59,view,83,1,10141,239.09,desktop,Firefox,India,210
1809,2025-03-09 01:56:59,purchase,94,10,12183,262.7,desktop,Chrome,France,75
1213,2025-03-31 01:20:59,cart,12,3,10165,554.86,desktop,Chrome,France,12
1519,2025-03-07 11:22:59,purchase,49,7,34919,910.93,mobile,Edge,Canada,8
1984,2025-03-04 18:02:59,purchase,57,10,29934,576.53,tablet,Chrome,Canada,193
1250,2025-03-22 08:29:59,view,81,1,27518,225.31,tablet,Firefox,Germany,209
1864,2025-03-30 19:01:59,purchase,46,8,10666,664.7,desktop,Chrome,Canada,118
1303,2025-04-01 23:28:59,view,81,5,22056,752.2,desktop,Edge,France,68
1901,2025-03-12 07:45:59,view,16,10,35522,73.19,desktop,Safari,USA,105
1642,2025-03-23 04:50:59,view,47,2,27920,629.44,tablet,Edge,Germany,43
1953,2025-03-31 20:45:59,view,57,7,23040,833.59,mobile,Firefox,USA,30
1754,2025-03-27 11:24:59,view,54,10,43668,367.82,mobile,Edge,UK,39
1230,2025-03-15 00:51:59,cart,20,6,21110,978.15,mobile,Chrome,USA,158
1067,2025-04-01 17:09:59,purchase,86,6,20839,585.61,desktop,Safari,Germany,223
1503,2025-03-31 18:07:59,view,56,9,34949,887.85,tablet,Firefox,USA,14
1009,2025-03-29 04:58:59,view,32,4,17490,326.69,desktop,Edge,USA,40
1702,2025-03-15 04:34:59,view,39,1,32882,325.19,mobile,Chrome,Canada,46
1759,2025-03-16 15:06:59,view,97,5,42553,967.29,desktop,Edge,Germany,114
1189,2025-03-14 01:01:59,view,44,7,17885,516.57,desktop,Safari,USA,76
1699,2025-03-26 03:12:59,purchase,60,2,30312,747.27,tablet,Edge,Canada,173
1267,2025-03-30 03:54:59,view,87,4,39279,50.17,mobile,Safari,Canada,17
1495,2025-03-13 22:49:59,view,20,8,14066,456.46,mobile,Safari,France,20
1695,2025-03-21 14:14:59,cart,35,1,26114,197.04,mobile,Chrome,Germany,79
1939,2025-03-26 20:17:59,view,27,1,18408,709.6,desktop,Safari,Germany,94
1052,2025-03-26 14:14:59,view,30,9,12208,669.53,tablet,Firefox,India,297
1520,2025-03-22 23:57:59,view,84,8,39180,143.91,desktop,Firefox,USA,117
1194,2025-03-17 02:51:59,view,15,10,44133,85.14,desktop,Firefox,USA,190
1007,2025-03-08 10:55:59,cart,6,3,13778,124.28,mobile,Edge,Canada,86
1273,2025-03-15 05:36:59,purchase,32,9,28801,683.75,desktop,Safari,UK,276
1785,2025-03-14 20:55:59,view,76,4,13972,919.98,desktop,Safari,Canada,148
1150,2025-03-21 17:37:59,view,23,10,12541,136.47,tablet,Chrome,France,66
1173,2025-03-12 12:24:59,view,26,4,32697,922.32,desktop,Edge,USA,231
1744,2025-04-01 16:32:59,view,68,9,16206,155.69,tablet,Chrome,Canada,277
1145,2025-03-03 18:16:59,cart,37,3,34905,372.99,tablet,Chrome,USA,13
1829,2025-03-21 01:51:59,purchase,23,1,13127,596.25,desktop,Chrome,Germany,181
1956,2025-04-01 23:33:59,cart,44,5,41308,961.09,desktop,Safari,Canada,60
1771,2025-03-11 09:52:59,cart,62,4,44855,811.58,tablet,Safari,USA,42
1964,2025-03-09 21:03:59,view,44,4,17535,599.62,mobile,Edge,France,183
1956,2025-03-12 14:08:59,purchase,41,1,41308,267.05,mobile,Firefox,India,247
1083,2025-03-19 08:44:59,purchase,87,10,26446,735.25,desktop,Safari,UK,254
1163,2025-03-20 19:38:59,view,74,3,18972,629.55,tablet,Firefox,UK,35
1296,2025-03-04 03:13:59,purchase,58,1,33858,694.56,mobile,Edge,France,138
1827,2025-03-15 22:33:59,view,54,4,45490,350.86,mobile,Edge,France,191
1228,2025-03-09 18:09:59,purchase,41,6,33872,166.6,mobile,Safari,France,167
1594,2025-03-26 22:40:59,cart,74,9,30916,890.53,desktop,Firefox,Germany,68
1139,2025-03-21 23:31:59,view,82,2,16659,494.44,desktop,Firefox,India,289
1141,2025-03-28 09:15:59,view,35,5,49338,198.13,mobile,Safari,USA,45
1333,2025-03-03 18:28:59,view,54,5,45845,553.54,tablet,Chrome,Canada,234
1886,2025-03-06 19:24:59,cart,92,6,48923,679.78,mobile,Chrome,Canada,76
1594,2025-03-19 22:02:59,purchase,95,2,30916,166.32,mobile,Safari,Germany,126
1385,2025-03-04 03:05:59,view,90,1,32854,871.88,tablet,Safari,USA,261
1216,2025-04-02 14:59:59,cart,47,6,39689,442.12,mobile,Chrome,India,77
1831,2025-03-16 17:35:59,view,41,2,48970,731.89,tablet,Edge,India,289
1679,2025-03-16 04:42:59,view,59,8,12137,673.07,tablet,Safari,UK,280
1108,2025-03-11 11:14:59,purchase,17,7,34168,278.1,desktop,Edge,USA,70
1536,2025-03-28 04:03:59,view,57,4,40316,989.27,mobile,Edge,Canada,226
1269,2025-03-24 01:45:59,view,70,6,42163,486.65,tablet,Chrome,Germany,156
1886,2025-03-22 13:09:59,purchase,94,7,48923,604.67,mobile,Chrome,USA,236
1650,2025-03-24 06:15:59,view,9,8,12050,439.75,tablet,Safari,Canada,134
1421,2025-03-26 21:12:59,view,33,7,21016,324.47,tablet,Safari,Germany,12
1830,2025-04-03 02:11:59,view,56,6,40040,113.44,tablet,Edge,France,49
1197,2025-03-18 18:24:59,view,72,8,48471,255.01,desktop,Firefox,France,167
1299,2025-03-13 12:46:59,view,29,7,14850,935.72,mobile,Safari,UK,109
1227,2025-03-12 15:59:59,cart,98,7,24864,978.43,mobile,Firefox,Germany,184
1626,2025-03-12 05:09:59,cart,13,8,29648,55.03,tablet,Safari,France,81
1791,2025-03-23 18:25:59,view,78,7,38974,411.53,tablet,Firefox,Germany,50
1274,2025-03-22 18:29:59,view,45,7,46218,363.72,mobile,Edge,India,296
1960,2025-03-04 22:34:59,view,26,10,31750,812.95,desktop,Chrome,Germany,74
1389,2025-03-06 23:39:59,cart,64,9,32314,280.91,tablet,Firefox,France,278
1750,2025-03-29 09:58:59,view,95,2,29727,426.32,desktop,Edge,Canada,209
1409,2025-03-11 08:43:59,view,15,2,42468,294.22,desktop,Chrome,UK,59
1389,2025-03-18 03:18:59,purchase,59,10,32314,57.16,desktop,Firefox,USA,223
1227,2025-03-04 22:12:59,purchase,3,8,24864,725.4,tablet,Chrome,India,31
1916,2025-03-19 09:55:59,view,41,3,25973,577.16,mobile,Chrome,France,56
1776,2025-03-19 02:14:59,purchase,76,7,10879,860.46,tablet,Edge,Germany,51
1065,2025-03-13 19:40:59,view,28,3,19632,832.81,tablet,Edge,UK,32
1606,2025-03-07 15:55:59,view,52,4,12030,561.06,tablet,Edge,Germany,154
1299,2025-03-13 16:11:59,view,3,4,27224,604.55,tablet,Chrome,France,91
1094,2025-03-16 12:10:59,view,23,3,45884,395.14,desktop,Chrome,UK,97
1534,2025-03-17 10:58:59,purchase,1,6,44422,338.0,tablet,Chrome,Canada,158
1356,2025-03-08 04:41:59,view,72,3,16337,898.15,desktop,Safari,Canada,252
1425,2025-03-07 20:00:59,view,83,9,47061,655.84,tablet,Safari,France,145
1996,2025-03-07 04:52:59,view,7,10,22096,846.17,tablet,Chrome,France,16
1021,2025-03-26 08:51:59,cart,89,7,40720,932.46,mobile,Firefox,India,200
1310,2025-03-14 17:53:59,view,2,10,46130,292.5,desktop,Edge,UK,92
1857,2025-03-12 09:47:59,view,93,1,42711,54.94,desktop,Firefox,USA,29
1977,2025-03-04 05:40:59,view,76,5,32068,314.08,desktop,Safari,France,33
1828,2025-04-01 09:23:59,view,23,6,22742,879.21,tablet,Edge,India,238
1594,2025-03-27 23:31:59,view,36,8,39714,655.0,mobile,Edge,UK,289
1714,2025-04-02 17:08:59,view,99,10,19870,239.06,mobile,Safari,UK,121
1219,2025-04-01 10:30:59,view,42,5,37793,185.55,tablet,Chrome,France,213
1123,2025-03-31 18:48:59,view,80,5,47837,121.84,mobile,Safari,USA,225
1404,2025-03-20 08:55:59,view,25,3,20726,978.44,desktop,Edge,India,262
1001,2025-03-13 14:02:59,view,99,1,26432,901.87,mobile,Safari,USA,131
1894,2025-03-29 09:34:59,view,90,8,41324,565.38,mobile,Safari,France,45
1657,2025-03-10 14:41:59,view,60,1,15805,500.83,mobile,Safari,Canada,117
1380,2025-03-03 18:40:59,view,58,8,21648,782.59,mobile,Chrome,UK,276
1359,2025-03-20 20:54:59,cart,36,9,33954,523.0,tablet,Edge,UK,274
1743,2025-03-08 21:14:59,purchase,2,8,24073,157.68,desktop,Chrome,Canada,27
1092,2025-03-12 04:15:59,view,48,1,20949,475.9,tablet,Chrome,France,294
1157,2025-03-18 08:12:59,view,39,4,28988,362.45,mobile,Firefox,UK,182
1030,2025-03-13 09:10:59,cart,11,6,48474,825.74,desktop,Safari,Germany,219
1747,2025-03-30 09:47:59,cart,1,8,11928,534.86,mobile,Chrome,India,197
1030,2025-03-23 05:38:59,purchase,74,8,48474,375.85,tablet,Chrome,India,214
1201,2025-03-21 09:49:59,view,6,4,46931,753.11,tablet,Safari,Canada,27
1796,2025-03-19 20:40:59,view,5,5,40537,813.09,mobile,Safari,Canada,167
1470,2025-03-05 08:27:59,cart,51,8,48908,353.06,tablet,Safari,Germany,228
1374,2025-03-26 23:14:59,view,48,8,44860,500.86,tablet,Firefox,India,184
1179,2025-04-02 06:54:59,purchase,54,10,22663,434.32,mobile,Edge,India,240
1310,2025-03-10 15:46:59,view,31,5,46130,287.82,desktop,Chrome,Germany,123
1747,2025-03-09 03:22:59,purchase,30,10,11928,237.73,mobile,Firefox,UK,205
1246,2025-04-01 03:53:59,view,97,4,47474,876.53,tablet,Edge,Canada,170
1375,2025-03-12 16:56:59,view,67,5,28832,98.82,tablet,Edge,Canada,192
1280,2025-03-27 14:27:59,view,1,10,17570,144.97,tablet,Edge,Canada,31
1408,2025-04-02 17:55:59,view,83,1,26337,23.62,desktop,Firefox,Canada,20
1470,2025-03-19 18:52:59,purchase,83,3,48908,754.04,mobile,Safari,Canada,14
1128,2025-03-26 20:51:59,view,40,7,18419,482.33,tablet,Firefox,France,23
1079,2025-03-21 21:41:59,cart,39,8,13779,943.93,desktop,Safari,Canada,187
1087,2025-03-11 17:34:59,view,59,3,37503,41.47,desktop,Firefox,India,221
1424,2025-04-01 13:37:59,view,60,2,32796,210.64,tablet,Edge,UK,108
1186,2025-03-15 02:45:59,view,21,9,27071,40.4,mobile,Edge,Canada,152
1455,2025-03-21 12:14:59,view,29,10,36755,19.95,tablet,Edge,Germany,287
1576,2025-03-05 01:37:59,view,74,2,16067,517.54,mobile,Chrome,Canada,151
1632,2025-03-25 08:56:59,cart,79,7,44176,152.07,mobile,Edge,USA,258
1079,2025-03-29 21:20:59,purchase,68,10,13779,190.67,mobile,Chrome,Germany,23
1310,2025-03-12 04:08:59,view,52,6,46130,67.85,mobile,Firefox,UK,74
1915,2025-03-29 00:50:59,view,29,10,38122,609.38,tablet,Firefox,Canada,184
1809,2025-03-29 05:16:59,view,31,5,36266,172.95,tablet,Chrome,USA,47
1611,2025-03-31 03:38:59,view,40,1,20458,46.71,tablet,Edge,UK,21
1411,2025-03-27 04:57:59,view,49,9,19052,380.0,tablet,Chrome,UK,254
1327,2025-03-24 14:31:59,cart,59,9,14087,108.08,desktop,Safari,Canada,36
1652,2025-03-15 22:18:59,cart,26,6,46832,378.54,desktop,Firefox,India,298
1327,2025-03-28 18:50:59,purchase,99,2,14087,475.57,tablet,Chrome,USA,277
1652,2025-03-09 11:56:59,purchase,82,1,46832,700.57,mobile,Safari,USA,59
1485,2025-03-10 15:44:59,view,23,3,29074,292.01,mobile,Edge,France,228
1811,2025-03-15 15:55:59,cart,74,10,19582,539.74,mobile,Safari,France,125
1785,2025-03-10 15:43:59,view,55,5,13972,239.92,mobile,Safari,India,181
1189,2025-04-03 00:22:59,purchase,65,8,33670,700.33,mobile,Safari,USA,172
1379,2025-03-22 14:24:59,view,67,3,17873,495.55,desktop,Chrome,France,137
1659,2025-03-28 22:46:59,cart,31,5,41394,947.09,mobile,Chrome,UK,149
1935,2025-03-21 22:22:59,view,9,2,14598,656.54,desktop,Firefox,India,104
1530,2025-03-11 15:46:59,view,28,8,44243,525.67,tablet,Edge,USA,276
1209,2025-03-16 23:26:59,view,19,4,16859,131.71,desktop,Edge,UK,85
1706,2025-03-07 08:50:59,purchase,19,6,36347,214.61,tablet,Chrome,Canada,272
1954,2025-03-10 08:52:59,cart,50,2,30936,693.6,mobile,Chrome,USA,282
1004,2025-03-22 13:24:59,view,19,9,18337,854.02,tablet,Edge,USA,91
1224,2025-04-02 22:45:59,view,43,6,12098,720.62,tablet,Safari,France,106
1783,2025-04-02 12:24:59,purchase,47,6,42637,95.21,desktop,Safari,India,264
1948,2025-03-25 15:03:59,cart,73,7,37428,964.95,tablet,Safari,India,104
1138,2025-03-04 01:12:59,view,42,1,31554,733.17,mobile,Safari,USA,24
1335,2025-03-07 13:39:59,view,66,6,48120,576.56,mobile,Chrome,Germany,122
1048,2025-03-25 14:42:59,cart,5,3,41381,611.64,tablet,Chrome,UK,151
1402,2025-03-19 20:34:59,view,21,6,38086,24.08,tablet,Firefox,USA,287
1042,2025-03-15 10:43:59,view,90,8,12618,22.21,desktop,Chrome,Germany,13
1938,2025-03-17 17:53:59,view,57,7,21899,904.75,tablet,Safari,Canada,200
1998,2025-03-28 15:34:59,view,88,3,47934,27.35,tablet,Chrome,UK,116
1805,2025-04-01 09:02:59,purchase,69,5,21912,222.4,tablet,Edge,India,160
